Loan_ID,Borrower_Credit_Score,Debt_to_Income_Ratio,Loan_to_Value_Ratio,Annual_Income,Loan_Amount,Loan_Term_Years,Collateral_Value,Industry_Sector,Credit_History_Length_Years,Past_Due_Payments,Consumer_Confidence_Index,Business_Confidence_Index,Inflation_Rate,GDP_Growth_Rate,Loan_Type,Credit_Rating
657,327,0.32638406475570036,1.164959824821278,165962.07251635054,37615.58984349898,21,476135.49547846965,Finance,16,3,0.9945172308087284,0.00971656415883737,0.38364369816454846,0.9674617311137312,Corporate,Caa
658,377,0.22163654223534932,0.7371278785570534,82659.20850155916,239364.92804666227,18,654654.3983375647,Real Estate,8,6,0.6914615603671226,0.5886557381700266,0.7786171008690407,0.2863495292042516,Personal,Caa
659,515,0.5386872602706957,0.9992509525102748,83101.59487104631,180298.58503535678,2,285791.1118014407,Finance,16,6,0.894492202808403,0.11018795281986216,0.06010889714181267,0.6586272834380189,Personal,Caa
660,685,0.47145435997686125,0.899922905050289,158449.86496621382,277346.2209960907,21,618693.4551924702,Energy,27,8,0.046314857852569724,0.012957891256530463,0.9167280784905019,0.4350304725428765,Corporate,B
661,664,0.5499286409245975,0.5752579891399958,100114.21766863053,67071.55384137746,21,544629.4074352299,Healthcare,4,3,0.6235763612077599,0.09958528952520318,0.4509205304573749,0.5407058442972368,Corporate,B
662,825,0.5092013237489117,0.8929411135166142,40988.72043214651,363498.70246788464,1,48833.07077272101,Energy,22,8,0.7495325889312973,0.19237984577952005,0.65709352546111,0.06864824867450603,Government,B
663,611,0.5951872147894313,0.962716480397411,129471.49577930795,394936.4647600451,15,867090.3540522305,Healthcare,15,3,0.7973469724791794,0.4855725906267049,0.3732176272202893,0.7537995751416182,Government,B
664,306,0.19608636660722448,1.1170620801195406,52111.50670579051,197288.51256382605,10,495290.3265346234,Healthcare,14,1,0.672402966175678,0.7533205744291219,0.26675821694226987,0.857475733279311,Government,Ca
665,302,0.14337388390198705,0.5490599496934002,127182.92759476045,91761.5511444409,27,484939.2085678074,Energy,1,6,0.6059257075867965,0.9439244317900191,0.09438532898234209,0.07046768710782092,Personal,B
666,662,0.2685013956686293,0.7069437895677884,162538.47829572306,313671.11557006446,3,290595.5637998517,Energy,22,8,0.7461245986732474,0.28523021450769315,0.4715418594244444,0.5477724644348921,Government,Ba
667,807,0.16450208751162945,0.9846386607388287,188013.23834563643,478126.9239490757,25,204423.72477613072,Finance,28,9,0.03853027627676908,0.5592934741638933,0.41887704978605744,0.7625345576642968,Corporate,Ba
668,573,0.3615650564531122,0.5240321451102683,41398.943181370574,351749.0688677039,10,298458.1047291294,Real Estate,1,1,0.7513366005473511,0.9954956067027904,0.5723210632370164,0.9829752707632375,Government,B
669,805,0.4165144527038712,0.6424874193242296,81674.31923962341,66123.70581495936,29,653480.6965299732,Energy,4,5,0.32960134250946804,0.5874551428516257,0.4018743902998956,0.32607550620580683,Personal,Ba
670,314,0.3891443075867018,0.6530692774832677,140918.87711135432,201623.94859305178,3,106672.73889449879,Consumer Goods,15,5,0.7610306032141191,0.5897136240631785,0.4476915731449498,0.34040620998047033,Personal,Caa
671,491,0.22962006769513507,0.9685284889415017,83627.01048361415,458107.5794084549,22,339535.7301439419,Technology,25,9,0.7770791231925579,0.16281678590870374,0.7882075356576277,0.8765290258969872,Personal,Caa
672,784,0.5544120154843984,0.7001724756328132,106674.35390281657,319039.1957397646,6,978952.900172436,Consumer Goods,6,2,0.2765844512573562,0.31333058749582,0.1268834149373037,0.7021815852365147,Corporate,Ba
673,327,0.11058618186768923,0.9197169635821101,33415.44663253033,77840.33710323463,2,278813.2899258828,Real Estate,4,7,0.7151776463063402,0.19028423241200565,0.40773720223155496,0.9556237514784378,Government,Caa
674,338,0.2740066768817465,1.175743912673415,147894.6610475128,363673.1389313367,23,966988.4650505924,Energy,26,4,0.32893089120427654,0.9262133600856962,0.13956451718992247,0.48208098412331124,Government,Caa
675,572,0.4594962376990305,1.0552700874008636,180157.6223570422,179991.80055501807,25,113762.66003236009,Finance,20,3,0.7247623930967607,0.464159185827288,0.9373140374433949,0.620507097980632,Corporate,B
676,530,0.4834644631745797,0.7330319632511542,196066.14012820233,247319.52411729586,9,796045.2988256734,Finance,4,3,0.18986469026672093,0.3577862938331323,0.8288911415718033,0.07725752967375343,Government,B
677,385,0.30805927221593,0.830679978187555,171190.66932247972,210448.0475804508,8,445340.79021243297,Energy,10,4,0.07767172491891694,0.7332623245392216,0.846972035399712,0.9689490945783077,Government,B
678,773,0.10845490662818355,0.640471731470702,35401.964612059295,364219.81885863567,21,202868.7691157646,Finance,7,9,0.5882372754943778,0.3469232268313477,0.13711601943858542,0.3650130955502878,Corporate,Ba
679,425,0.40902183956186866,0.5110040072124149,140815.17459005764,112863.53562538307,24,789548.2657230621,Healthcare,27,3,0.19307584479323403,0.8680327725083461,0.8753303539003299,0.5644645241910357,Personal,B
680,836,0.13154734059160786,0.7028007786874008,114262.07187335787,197243.04097927405,25,16910.98347806596,Healthcare,25,5,0.8946463294458599,0.6756778987192272,0.1431926790681799,0.5814123747520247,Government,Ba
681,444,0.15392788807675725,0.7585860278434566,189442.2338463656,373550.1306385921,1,353668.80480968324,Healthcare,6,7,0.15829237289570086,0.04396408201386126,0.4659817081289034,0.45338883012278874,Corporate,B
682,824,0.42512535982309496,0.8950570210429327,183363.60699797748,353867.482871439,17,608808.7588475557,Consumer Goods,23,1,0.6070541415846877,0.5598540117880448,0.1000556507219833,0.7907466087753315,Government,Ba
683,511,0.2562441630714274,1.1608466544846108,197967.8496449752,104863.41699249759,27,238660.5433779717,Energy,4,6,0.6971956218281904,0.8224143547217749,0.9301160838371805,0.5814084744482404,Corporate,B
684,324,0.2740150763541265,1.1634964511502834,176528.81812448605,178578.64993514042,13,339208.06158205075,Energy,27,5,0.002532933664074921,0.9409098318348023,0.9837593370668577,0.22914192062417604,Corporate,Caa
685,693,0.34340353849162175,0.5490688092015021,122971.6627557156,12110.192273035334,5,100538.83053034419,Technology,13,3,0.8695133119652565,0.3027456918671758,0.4232718686958722,0.34467641114127767,Personal,Ba
686,366,0.589289197429687,0.9302519756718193,151533.08761971796,267435.39731914713,7,854680.204689554,Finance,11,1,0.7267025872297285,0.29174049367330657,0.9493169764721395,0.954243560642564,Government,Caa
687,532,0.5827211103693553,0.5296468556214993,193995.1301823118,144065.9940925584,29,427944.6814366498,Finance,21,0,0.7695189250150382,0.5456355218016765,0.09283509576386606,0.8391960108942362,Government,B
688,408,0.3081304996800376,0.9536567523709925,128279.84372032073,10873.628762180362,9,153842.18541304604,Consumer Goods,9,7,0.05631175920039666,0.01658917164082141,0.9106528963826143,0.9669191442045735,Personal,Caa
689,445,0.2327496086091411,0.5823921435926026,172796.46179208477,215228.9782135937,25,207103.07129294836,Energy,8,7,0.35209373045413794,0.29507047915425244,0.34436393895317285,0.249025652523989,Government,B
690,410,0.25129607633205786,1.1624819775154702,190175.67894075016,463800.507280733,14,282415.23046262783,Technology,29,8,0.6423010847921832,0.76643820247023,0.6677431593698071,0.4419344184018801,Corporate,Caa
691,527,0.23439064908080207,1.1050370777772787,126991.40751229497,462083.57700275123,19,237171.8106953516,Technology,10,4,0.22891967919360856,0.8631634482690453,0.35776244693654913,0.0721781720776018,Personal,B
692,410,0.3661229035708904,0.5156301813873683,57056.22183363007,189190.9125571168,1,508273.66722092323,Consumer Goods,2,8,0.8319691105177012,0.3928369796471929,0.5989150349111519,0.4621773404401698,Government,Caa
693,769,0.4034299039004643,1.0474922071204995,56445.77683383645,227343.05137660497,3,906165.9886607756,Finance,24,3,0.4082864209576036,0.9162494246152408,0.2292561892902223,0.23508993507781895,Government,B
694,333,0.344389694114833,0.9451279820194277,49603.91960855317,125127.32441918436,16,192075.94213126772,Real Estate,3,9,0.8010866555294779,0.2829216212604241,0.625029362263482,0.41616891701624203,Personal,Ca
695,668,0.30399718112407614,0.8467584334440654,110974.94064673984,38812.349973426375,8,458911.99845799594,Real Estate,2,3,0.8761420760634931,0.03872910747355174,0.5090587417131904,0.30624169488357955,Personal,B
696,724,0.2056425187849689,0.9218441407267419,111624.06830636822,348493.70797968976,7,667290.1934042914,Technology,18,4,0.4754976437343629,0.1654117052793277,0.36229997851916185,0.04608247640055152,Corporate,Ba
697,817,0.3412527956910567,0.9747750423241962,134953.10202310464,401026.08987413347,21,191956.22721705472,Technology,11,2,0.22718568748956403,0.8669062381121572,0.4391912077719152,0.26764933932998214,Corporate,Ba
698,581,0.270551356901229,1.1191202328923593,112088.37840052691,440651.79747336154,11,162452.19024705113,Finance,20,4,0.38110453148137324,0.9681746143106064,0.49928447716074986,0.52485164336586,Corporate,B
699,619,0.3707977313991715,1.0371503627299217,195419.35263228425,467967.2091108215,26,163809.10190601877,Technology,1,4,0.49940135369090743,0.6072846490266637,0.41598016696288453,0.08608720199295727,Government,B
700,742,0.437594707755812,0.9027644735309934,79522.839501822,458401.8661226116,28,883164.1237691706,Consumer Goods,5,9,0.4552934146623129,0.7298428373204466,0.06977266096237955,0.62510362689165,Personal,B
701,614,0.41665608721830527,1.0772309625215057,178548.82634259117,18554.79493821259,15,714152.7825776984,Real Estate,27,3,0.004672752313013451,0.8346508105848784,0.787453797370573,0.691283147893566,Corporate,B
702,676,0.3312451052027967,1.19084606955252,47056.172694923094,489156.9795984258,25,343005.0898468167,Real Estate,7,4,0.08448984810316607,0.1908182711025025,0.6643169765827565,0.3839780236517393,Government,B
703,588,0.37802621213998044,0.7101274146253063,132326.0052662442,192853.5006984607,13,903535.6065307142,Technology,18,4,0.45626010867855993,0.549819614396796,0.6811481226613871,0.9090348678966885,Corporate,B
704,736,0.24242806548037985,0.5828944858127877,140215.2869511207,443623.3039956985,20,954010.2438165409,Consumer Goods,5,8,0.436873468693616,0.9381574847110942,0.05147373219069562,0.08483532339579625,Personal,Ba
705,576,0.11212012951119485,1.0120137824960898,161279.12151799665,223176.2991248096,6,404291.05359532096,Energy,20,0,0.8900432727103404,0.3558852114108245,0.77281364938805,0.6260354761567432,Government,B
706,802,0.4125097270840521,1.1850174337390882,115513.77620068411,213984.30295737102,28,515343.0891535296,Technology,6,6,0.27669404158854605,0.9905430336054596,0.7759252979293998,0.7355252316332547,Corporate,B
707,815,0.22628427956884348,0.5816941448417273,63528.46879430143,10539.353908304283,5,364503.7971734396,Technology,1,0,0.9773751880834929,0.7056070003660823,0.7946146369170611,0.7856252292027049,Personal,Ba
708,649,0.43447685503413724,0.8021950806057695,92729.5941357848,30958.516462892014,22,235280.26480285777,Energy,17,0,0.9725214371495035,0.6720728888567667,0.6146468625007742,0.4513216714475523,Corporate,B
709,745,0.4735042497984797,0.5435873495300055,76267.45780425696,337283.1371948682,4,782209.7883705455,Consumer Goods,18,2,0.1884418938148279,0.029367768496197266,0.5144849029961016,0.26789245524130223,Government,Ba
710,649,0.5579638730518905,1.0435723599395528,101247.93765798438,469132.10067612026,19,652572.0452466242,Consumer Goods,4,4,0.024469488608781953,0.01030255688631343,0.8727241953417275,0.9626446983987546,Personal,B
711,436,0.5790613977398065,1.1640961010019786,120094.61231115903,116078.1320131295,15,373221.4834774544,Healthcare,17,8,0.19779148507190192,0.15817806586006866,0.5824546340821232,0.9272159413651172,Personal,Caa
712,542,0.10526302315485073,0.8492959081164,136261.94953413238,51489.919546218465,21,24236.18334617652,Real Estate,13,8,0.41946413032058716,0.9330684766646636,0.09281622991131588,0.9854150142616145,Government,B
713,842,0.5951871046773187,0.7866648030821324,173670.7306358496,110859.23132751034,5,766036.6613837754,Technology,5,0,0.3674271524270164,0.7923347788698394,0.3484843089336027,0.7242823461597417,Government,Ba
714,339,0.44150915924708045,1.1354033162753647,184701.75458026046,110098.32404959225,11,482597.7151619386,Finance,22,2,0.47358833207953643,0.5163684198363043,0.7131577614347823,0.7817313347636448,Government,Caa
715,528,0.4217620801870946,0.5933718725219816,108638.81843323253,150102.1237412282,18,82354.47206580332,Technology,26,0,0.6918337720376306,0.4914473275667507,0.4110787098836183,0.9300809466543747,Corporate,B
716,847,0.10760654759767771,1.124109018032518,45074.14435056317,51898.01643460478,10,133257.35460426944,Technology,4,0,0.5180683779626304,0.1280785061125741,0.8002669975377156,0.4431704837193523,Corporate,Ba
717,522,0.5306167059433687,0.7744882019609571,165501.0822322925,121585.72242595245,16,632094.0940193376,Finance,23,8,0.3447773611656767,0.3867682216419067,0.46725050063079465,0.1625984523162488,Personal,B
718,305,0.1727457236239132,0.8915844886505282,111116.8132738663,461031.0429947672,4,550869.0309233344,Energy,5,1,0.6757029577313824,0.14990738705181306,0.38529198999065706,0.5596712240849998,Government,Caa
719,621,0.5186650769665205,0.8698044735898163,122895.92223311438,445658.5225374385,29,248073.48588703218,Real Estate,9,0,0.334190986276669,0.2724210186527546,0.34935667609526133,0.4770576306319102,Personal,B
720,767,0.10778127312935801,0.9311854220873115,131285.00379539953,161570.64865685214,19,148480.4930285198,Healthcare,13,5,0.35265803401566853,0.006401404801208321,0.3149568826506055,0.7801327002594705,Personal,Ba
721,374,0.4229821312495806,1.1594863196302527,143537.51898613834,498462.26163828897,23,885886.9342694533,Consumer Goods,9,1,0.3432330416578009,0.38206469312050895,0.4793348471996277,0.7392086510781549,Corporate,Caa
722,303,0.3174007668849139,1.1657889225871645,181317.1462055263,152684.788203372,5,143518.23602661278,Healthcare,4,4,0.30400725421062635,0.6705787465627631,0.5992257437160565,0.2757956036834788,Government,Caa
723,417,0.20038336452966757,1.0818037870145798,191864.85318573247,362305.7604437831,15,94819.45395304465,Technology,26,2,0.7005082065353276,0.687264912402495,0.9247951875561797,0.10240767006074858,Government,Caa
724,803,0.15378069588521706,0.6340808539264595,189828.78423990877,323784.3669166851,6,623742.454469651,Technology,14,9,0.17498088571241044,0.41646489335705417,0.731776139281182,0.5743110501740875,Corporate,Baa
725,740,0.32006384827316325,0.7334614270719215,167608.82088811585,36954.301996130744,27,260026.75986482107,Finance,22,4,0.7743525202548888,0.7294578762337766,0.21144844289143816,0.6770122128123268,Government,Ba
726,493,0.1616529026607124,0.8414773951781813,181171.18310924649,174436.9387723254,23,660033.9914850189,Energy,2,7,0.9225705228753158,0.42428593566201556,0.45386701048661093,0.5074766465220794,Personal,B
727,691,0.34322330584552374,1.1338226575579622,38441.310721220856,475992.3108079168,2,494207.0559147105,Finance,18,5,0.2762806413836747,0.9027568827206027,0.3065960740096809,0.6673588379855346,Government,B
728,325,0.4126085293264261,0.8646053766923483,174349.15329729178,30179.131973330233,10,219135.94484272582,Technology,19,7,0.7040785543047822,0.3163647414766563,0.24283520910678447,0.7518675053939504,Government,Caa
729,734,0.5136920968036791,1.1842049652681585,42285.09026518417,91567.7408580839,20,78942.2545526793,Healthcare,26,5,0.6039792753581941,0.6025658457027848,0.6582504166184207,0.4439509385511766,Government,Caa
730,472,0.4393247185914333,1.188688820168451,156852.96428967215,485618.1590560063,6,79944.36429485293,Healthcare,2,3,0.29952861229113503,0.10212318741950555,0.11268026515147633,0.5025253108669652,Government,Caa
731,599,0.13259988335307524,0.9190089816240878,58791.81567092302,24697.416125440748,19,590001.6419526577,Real Estate,9,3,0.2363659643563939,0.5001355145073548,0.02598285445231374,0.6348287029506141,Personal,B
732,625,0.25371626627391863,1.1142467376834677,91218.77578803053,226070.63742556117,6,760662.7756755468,Energy,14,9,0.9438595260239988,0.3785119657832693,0.41357185167051314,0.6162872880834878,Corporate,B
733,709,0.2439893039662502,1.1994558984167292,61311.22545622439,459583.76428686065,26,692763.1874576192,Technology,12,9,0.697111336424373,0.2570137793222187,0.13737463555831697,0.4853082777655964,Personal,B
734,417,0.5575162117355421,1.0948015626148537,105388.47822833716,472121.0003287797,15,596924.5047123043,Energy,20,2,0.6446591204771598,0.31715895565095364,0.5109103168128929,0.2534470141142354,Personal,Caa
735,524,0.5338910221963817,0.9598377092303781,99997.06544882542,489763.8413321486,1,218818.8708766812,Consumer Goods,5,7,0.9969437931017867,0.31845348255796757,0.550051361266638,0.6815421410060967,Government,Caa
736,831,0.2850739591752085,1.0915934678643464,38170.68347536645,243254.02445687453,8,863170.7117351479,Consumer Goods,2,9,0.3533582524865637,0.484151229397088,0.16576387386747649,0.38806506384971406,Government,Ba
737,412,0.13557762794129055,0.5578585432528748,171184.65066746747,47807.59397657574,26,632557.2964223359,Healthcare,8,8,0.22877507613845782,0.8433107475209368,0.6966725459350479,0.45829015969232023,Government,B
738,439,0.5470536589023667,0.9443749222708875,175211.70428505228,387488.12441043026,21,697256.5723498221,Finance,28,7,0.3297737320905858,0.4871380681716351,0.1140103223879193,0.5251308422341971,Corporate,Caa
739,300,0.5440949764820936,0.6515654225645036,163876.23148084927,355946.8186881419,11,231592.7661718016,Finance,24,8,0.170148303436081,0.20830800729955445,0.617454632187926,0.46789816899903947,Personal,Caa
740,389,0.5273730660153625,0.5812445554554718,174093.1225493157,291908.6304110524,14,268876.0935276624,Healthcare,23,9,0.9249773649653263,0.06912700264221883,0.6453970315912346,0.661838576815439,Corporate,Caa
741,619,0.5225408188677508,1.1250098766296712,157649.43600291974,444676.75645613397,1,908474.0645735232,Real Estate,7,8,0.696892028868151,0.3495672018069401,0.8094088141810912,0.5142513420704196,Personal,B
742,849,0.3401270005430773,0.9477514606306376,189372.35571343446,456227.1940484564,14,481312.83500797144,Technology,7,2,0.6049500674200236,0.1572812049620249,0.8868602277185439,0.2988612519997449,Corporate,Ba
743,438,0.18871582612479912,0.6704825821453466,127986.68253396687,343205.915260522,26,558304.0399953368,Consumer Goods,8,3,0.8065626062123523,0.8357575538828977,0.6702341625832403,0.9575884173809336,Corporate,B
744,810,0.33874402523121383,0.770747608418104,129049.23291965165,60489.473867033485,10,119657.83586575066,Healthcare,20,2,0.5158441886621313,0.994979010492882,0.6207394815751965,0.9867116042988205,Corporate,Ba
745,558,0.3472988853347324,1.1812935817473742,176184.68443228255,52284.96059224182,27,400628.24190182314,Energy,22,4,0.19076619004583972,0.8485697171882304,0.6773313111464179,0.07281901684988135,Government,B
746,309,0.3449658766224304,1.1035274370157402,89400.64294216144,207271.7273124012,17,888165.6728224054,Finance,28,8,0.15425232366010821,0.3846877038299992,0.5274123179576331,0.6748380146115203,Government,Caa
747,560,0.3693862930575581,0.5109072568503612,38514.000214437074,149886.79627960408,11,901149.4910785573,Technology,24,2,0.5226278776863765,0.08104991632811875,0.6168862863428229,0.8867078240998015,Government,B
748,471,0.22882851149557756,1.1858606965926408,157475.41721768765,70826.67629028586,10,732851.1627424889,Consumer Goods,24,5,0.8054644837138828,0.7094064359382497,0.9059637426645578,0.9513403229191069,Government,B
749,312,0.2831205905668075,0.7579706313425201,73280.16049976164,307539.4564902382,15,550181.2975044971,Real Estate,4,3,0.22165613398228878,0.6680937865594144,0.6943559432533402,0.8123846068431185,Personal,Caa
750,467,0.31709329598173475,0.9867927161901473,110620.08804509325,343347.2529619505,12,931514.0182502995,Healthcare,1,0,0.7049137319615839,0.06722685653478766,0.30119974585163956,0.8924811018846023,Personal,Caa
751,620,0.16556060475824994,0.9988735952264355,70874.77206466487,350494.29030625446,3,873122.5886540018,Technology,2,7,0.24980270019712014,0.7887796839724983,0.7149938303283302,0.3564216458626097,Government,B
752,618,0.3276820672807502,1.138179104994919,170605.44484479376,91762.24309150407,22,847887.6917359055,Energy,4,2,0.4328236820332575,0.8245334954493603,0.0906031452248468,0.8309210343159685,Government,B
753,628,0.5052348085347965,1.1195426133425301,192909.80406351108,156392.68452175657,18,882989.1819516082,Consumer Goods,9,7,0.061151784806756426,0.7177847890351218,0.4530770300972756,0.6112128448688396,Personal,B
754,849,0.5140297713664381,0.6972107140147626,39353.92761209993,103531.18726452577,24,458706.00328645774,Real Estate,3,4,0.5032432217964862,0.7276742183727105,0.393047435158711,0.42561246727152113,Corporate,Ba
755,718,0.30578188595051514,0.9504748348000116,69673.17734882362,302660.4444331006,27,530235.050314948,Finance,21,7,0.1692821169166685,0.6897736955857149,0.33435172955210934,0.8084114624178763,Corporate,B
756,394,0.3594041560421768,0.7755937960503031,62225.56104860272,285705.31049422885,26,429772.4752439044,Technology,1,0,0.844289960236021,0.4361518494055209,0.6232962145515611,0.2206112366967823,Corporate,Caa
757,617,0.11682516606752832,0.8678806155218037,144444.5971660493,254140.1513619796,7,742666.349638675,Energy,29,5,0.9573788798051491,0.6163069701389279,0.16914174272562665,0.9477982495426511,Government,Ba
758,535,0.4372162782342984,0.8882749678044574,102875.32796180817,151547.99648258722,11,596007.8596280777,Healthcare,5,2,0.0838676839503899,0.6167964591040843,0.9419906027529021,0.46211773320902927,Government,B
759,633,0.3023029414734315,0.7774404120817258,107564.48279741868,122341.19876458027,18,79000.84667005083,Consumer Goods,11,4,0.5338034300574125,0.5377538808888076,0.2574874203235573,0.8489268803687176,Government,B
760,675,0.32273884154167287,0.8247258143082987,56703.44434465832,445751.87696675555,17,145234.2122913904,Finance,11,3,0.7041230089179112,0.6039090369159945,0.6935947486419878,0.24559870424725283,Corporate,B
761,758,0.5368363635898824,0.6458395875447078,100504.88906006524,29182.70851347453,23,200401.1999261196,Energy,11,8,0.06533735497620097,0.3994453680470962,0.4376864162344547,0.8936365363346017,Corporate,Ba
762,436,0.3309172172803042,0.9253524682830303,81548.80770597502,329917.19754979055,16,673848.2980393039,Energy,15,2,0.5536716613877577,0.6782941224731803,0.20463154846077547,0.5448961398602323,Government,Caa
763,846,0.11059612311392639,1.0312718708099324,133902.45549401536,14690.60560998791,29,118707.05781186605,Finance,1,6,0.9366973994363625,0.22700322241531867,0.4238829082500465,0.27286880769408095,Government,Ba
764,812,0.2137454454345312,0.8008188428862921,66930.49888524943,100949.87319976924,29,545411.5452187122,Consumer Goods,11,3,0.5265238502377108,0.8532878669206382,0.36241928152995373,0.6014134671591632,Personal,Ba
765,595,0.3378103071541295,1.184376061742848,134517.92799142806,148294.31708716007,23,842426.6270253364,Consumer Goods,6,2,0.6210031815241664,0.8509318152220571,0.7803174190868248,0.07396296743149033,Government,B
766,619,0.3121981463742679,0.540058485188028,94216.68261601723,443810.5547843149,3,948039.3781251562,Consumer Goods,28,9,0.32757513448319897,0.4978621275197568,0.658588906608282,0.3599298059461745,Personal,Ba
767,648,0.5301850686402403,0.9124124772230502,88870.07554482738,73178.79211847196,26,433949.8359906732,Technology,17,2,0.6151498942757253,0.4965927515390254,0.8331561723078708,0.5295573978024413,Corporate,B
768,528,0.3710687546530833,0.9085205414106334,81944.62780737232,469214.24493029056,13,538095.2796169141,Healthcare,18,3,0.8880048650166826,0.39904768585491446,0.041615980859498025,0.5264576554044922,Government,Caa
769,569,0.44481787095756053,0.5254073948875246,144551.69398439108,408650.8705966207,8,833212.7528515656,Finance,11,6,0.32933619268599257,0.0457423554764107,0.8327694586767127,0.6140863260709357,Corporate,B
770,590,0.3346616485217351,0.6571991206784166,125611.1289236059,341127.9799378119,24,936384.3709081722,Real Estate,9,8,0.772210968444347,0.14326504477132151,0.41171113525925906,0.04322447353025827,Corporate,B
771,464,0.31982786702958244,1.1338798085546957,174792.6890003641,208814.34236938076,5,395962.8097183501,Consumer Goods,27,5,0.5706787994180484,0.7144881604687626,0.25853912372383325,0.7664784231201153,Government,Caa
772,304,0.3231433342371757,0.8811598312264497,71073.73018781628,453102.15417594055,7,359529.9131898433,Healthcare,29,0,0.2572391520599261,0.14274099953886688,0.20391078081995362,0.09325840505340821,Personal,Caa
773,678,0.3054607848469194,0.8054701124775163,36820.328499911746,266337.7397553811,19,456336.1957743332,Real Estate,12,7,0.39137685663080646,0.4120450011263167,0.3466387032373198,0.9409049658031472,Personal,B
774,377,0.36929169292710173,0.7908475118757872,60943.99191244471,188747.72633020466,22,261266.67288477035,Technology,13,1,0.35793249738032307,0.35422609754223344,0.34621992592801987,0.5479321884926155,Corporate,Caa
775,709,0.22522170087680185,1.1217125824140766,88370.581935909,294883.87508198107,19,861067.6634519203,Finance,3,8,0.4684331185252234,0.2195262767962609,0.1425294219908746,0.9803757320609031,Corporate,B
776,431,0.5455275969209105,0.75692182293511,60541.34835244816,119972.48643995014,27,325015.75042810454,Healthcare,25,2,0.11276785767485153,0.5288401810362635,0.5994306257176882,0.18177779228683566,Corporate,Caa
777,341,0.2665427740469365,1.1014168036283802,44196.81517608122,140074.69772341594,12,454962.74221482006,Healthcare,4,9,0.1508687197221249,0.3630707592490485,0.0826213983288695,0.7759776404348991,Government,Ca
778,388,0.17376191708867342,0.7164348195166151,105707.54043882668,460060.6814656476,9,326763.634534808,Finance,21,6,0.3784358927569784,0.7595327229651826,0.500169782010174,0.5829289503267219,Personal,Caa
779,701,0.14827523929887257,0.8720527891519904,145078.72283791465,397993.7865563277,23,127731.84164802372,Finance,16,5,0.5619481498264425,0.6389722027793903,0.3916635517626966,0.8357555918527337,Government,Ba
780,595,0.10671145756006381,0.6006738386751361,157767.03038217616,259182.86093970045,17,610580.9158741098,Energy,23,8,0.6179462732146496,0.48053759946332897,0.8151956964271104,0.05156917349222656,Personal,Ba
781,594,0.31142803928343077,1.077521218570411,97783.6452021626,211200.85865972764,24,591734.4320205272,Consumer Goods,4,2,0.9103845606834006,0.5754777349796929,0.22024077527593444,0.36523405646940765,Personal,B
782,825,0.19380549427271235,1.0151824097033795,111267.5810729982,404747.11980907107,25,301951.14196874894,Finance,28,1,0.5689174075005099,0.4311790655029629,0.5600631960829455,0.6592809738075726,Personal,Ba
783,721,0.11082395129362396,0.8710651444323365,158429.9838737161,287464.98501270165,10,41084.18734996758,Healthcare,27,2,0.7297903930205546,0.7833880816267292,0.11814046364598896,0.28777012931150914,Corporate,Ba
784,322,0.3600097731447619,0.518130915235281,89960.33115241866,210441.69811022558,18,937379.1851266335,Consumer Goods,12,3,0.48172156398909294,0.9604135643788595,0.7169059139045658,0.9089241238572325,Corporate,Caa
785,442,0.4399892743253807,0.8368801323002878,163410.25591555535,260147.15203788498,1,361991.7668521255,Finance,10,4,0.5233627848755282,0.7668386179995551,0.32496170371042365,0.7722753083501916,Personal,Caa
786,444,0.14287552545555218,0.6576375697576727,194453.9311518249,120191.075712178,15,543367.19728428,Real Estate,26,5,0.5899239159022972,0.8617053380143748,0.9590479903057948,0.371803644016795,Corporate,B
787,524,0.3304603864598298,0.7893620071125136,179681.7059680347,104975.09193840579,11,152311.24327888273,Real Estate,29,6,0.5221362242019405,0.7836636752897649,0.9069257708912531,0.1499656558645749,Government,B
788,802,0.4718143393003733,1.0994985422010513,107111.20723679461,494599.9356128818,4,258656.3917512849,Finance,13,9,0.3094319190167514,0.4076117241966021,0.4786600327152656,0.6703899013063501,Corporate,B
789,403,0.5929034105042126,1.038722313745513,128518.14413111722,484947.9514707599,25,440900.24553094816,Energy,6,2,0.9773190343666446,0.8541578819268212,0.7893082061183523,0.7194805880800037,Government,Caa
790,338,0.4335951723212804,0.669367036655318,151792.4857315313,213309.41895846144,6,566621.9393838613,Healthcare,25,8,0.6187356304953433,0.037949922033033046,0.07422314224823989,0.2734004672499645,Personal,Caa
791,497,0.2224197754047603,1.1894674030478853,89381.07521415073,260054.45825079927,27,855474.0259661573,Consumer Goods,8,2,0.34613731506105616,0.8855542968094533,0.7823170347190745,0.08884708480571701,Government,Caa
792,690,0.45827681988949975,1.1322473544033276,165870.4769959686,414461.09820216364,13,297509.1278662417,Energy,11,2,0.7986182782596194,0.47001435597156205,0.44760323498052224,0.13315147351908896,Government,B
793,478,0.398964713409915,0.8700714101936364,104275.88919769027,364288.6492663307,28,873062.9624818744,Consumer Goods,29,7,0.1637680781593882,0.32999391462914685,0.0946271924465244,0.8778443014982229,Corporate,Caa
794,747,0.20589964429077387,0.8711052242015394,173963.06487707378,54276.8705822716,26,463859.4345691018,Consumer Goods,17,9,0.9925239736094943,0.5251620908790395,0.2783439112200924,0.3781307519450976,Corporate,Ba
